"level_1_id","payload","title"
"1","undergraduate","Undergraduate"
"2","postgraduate","Postgraduate"
"3","postgraduatediploma","Postgraduate Diploma"
"4","diploma","Diploma"
"5","phd","PhD"
"83","83","How to apply:
To apply for admission, please visit our college website
http://www.chowgules.ac.in/admission/ and complete the online admission form as per
instructions provided therein.
The online admission will be open 30th April 2020
Contact Person: Mr. Harish Nadkarni, Vice Principal email: hsn001@chowgules.ac.in
Documents required:
Students are required to bring two photocopies (self attested) of each of the following
documents along with the originals at the time of admission.

a. For Goa Board students:
1. Two photocopies of qualifying examination mark sheets (XII).
2. Two photocopies of Leaving Certificate.
3. Two Photographs .

b. For other Board/Universities students:
1. Two photocopies of qualifying examination mark sheets (XII).
2. Original as well as two photocopies of Transfer/Leaving certificate.
3. Original as well as two photocopies of Migration certificate.
4. Provisional Eligibility Certificate from Chowgule college.
5. Two Photographs .

c. For International students:
International students applying directly for admission need to submit an application to the
Principal stating their desire to seek admission along with their Passing Certificate, Transcript
of records, copy of syllabus containing details of course of studies pursued in various courses
in the examination passed by the applicant (duly countersigned by High Commissioner of
India in the country). If the student is found eligible, prima facie letter will be sent to the
student for carrying out further necessary formalities. Following documents are required to be
Submitted:
1. Four photocopies of qualifying examination mark sheets (XIIth).
2. Two Photographs.
3. Two photocopies of Student Visa.
4. Two photocopies of Passport.
5. Original AIDS Test Report.
6. Certificate of proficiency in English.
7. Equivalence Certificate.
8. Resident Permit and ‘C’ Form.

Once the student’s admission is confirmed, he/she is required to attend the Counselling
session organized by the faculty of the department, the date of which will be intimated to
students by the college authorities.
a) The number of seats approved by the appropriate statutory authority in respect of each course or programme of study for the academic year for which admission is proposed to be made is 180 for Arts

b) The conditions of the minimum and maximum age limit of persons for admissions as a student in a
particular course or programme of study is 18 years and above

c)The process of selection of eligible candidates applying for such admission: Based on Merit and
Personal Counseling and Reservation Policy
"
"84","84",
"85","85","software development"
"86","86","University fees : 630.00
Tuition fees : 32375.00
Student aid fund : 130.00
Gymkhana fund : 420.00
Library fee : 1000.00
Other fee : 420.00
Comp lab fee : 3000.00
Examination fees : 4500.00
Student service charge : 10000.00
General deposit : 230.00
IAIMS fees : 225.00

Total : 52700.00
"
"87","87","How to apply:
To apply for admission, please visit our college website http://www.chowgules.ac.in/admission/
and complete the online admission form as per instructions provided therein.
The online admission will be open 30th April 2020
Contact Person: Mr. Harish Nadkarni, Vice Principal email: hsn001@chowgules.ac.in
Documents required:
Students are required to bring two photocopies (self-attested) of each of the following documents
along with the originals at the time of admission.

a. For Goa Board students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Two photocopies of Leaving Certificate.
3. Two Photographs .

b. For other Board/Universities students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Original as well as two photocopies of Transfer/Leaving certificate.
3. Original as well as two photocopies of Migration certificate.
4. Provisional Eligibility Certificate from Chowgule college.
5. Two Photographs .

c. For International students:
International students applying directly for admission need to submit an application to the
Principal stating their desire to seek admission along with their Passing Certificate, Transcript of
records, copy of syllabus containing details of course of studies pursued in various courses in the
examination passed by the applicant (duly countersigned by High Commissioner of India in the
country). If the student is found eligible, prima facie letter will be sent to the student for carrying
out further necessary formalities. Following documents are required to be submitted:
1. Four photocopies of qualifying examination mark sheets (XIIth).
2. Two Photographs.
3. Two photocopies of Student Visa.
4. Two photocopies of Passport.
5. Original AIDS Test Report.
6. Certificate of proficiency in English.
7. Equivalence Certificate.
8. Resident Permit and ‘C’ Form.

Once the student’s admission is confirmed, he/she is required to attend the Counselling
session organized by the faculty of the department, the date of which will be intimated to
students by the college authorities.
a) The number of seats approved by the appropriate statutory authority in respect of each course or programme of study for the academic year for which admission is proposed to be made is 180 for Arts

b) The conditions of the minimum and maximum age limit of persons for admissions as a student in a
particular course or programme of study is 18 years and above

c)The process of selection of eligible candidates applying for such admission: Based on Merit and
Personal Counseling and Reservation Policy
"
"88","88",
"89","89","multimedia details"
"90","90","Tuition fees : 42680.00
Lab fee : 21500.00
Admnst fees : 1000.00
Student aid fund : 130.00
Gymkhana fund : 420.00
Library fee : 2000.00
Other fee : 420.00
Examination fees : 7150.00
Student service charge : 10000.00
General deposit : 230.00
IAIMS fees : 225.00


Total : 85525.00
"
"91","91","How to apply:
To apply for admission, please visit our college website http://www.chowgules.ac.in/admission/
and complete the online admission form as per instructions provided therein.
The online admission will be open 30th April 2020
Contact Person: Mr. Harish Nadkarni, Vice Principal email: hsn001@chowgules.ac.in
Documents required:
Students are required to bring two photocopies (self-attested) of each of the following documents
along with the originals at the time of admission.

a. For Goa Board students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Two photocopies of Leaving Certificate.
3. Two Photographs .

b. For other Board/Universities students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Original as well as two photocopies of Transfer/Leaving certificate.
3. Original as well as two photocopies of Migration certificate.
4. Provisional Eligibility Certificate from Chowgule college.
5. Two Photographs .

c. For International students:
International students applying directly for admission need to submit an application to the
Principal stating their desire to seek admission along with their Passing Certificate, Transcript of
records, copy of syllabus containing details of course of studies pursued in various courses in the
examination passed by the applicant (duly countersigned by High Commissioner of India in the
country). If the student is found eligible, prima facie letter will be sent to the student for carrying
out further necessary formalities. Following documents are required to be submitted:
1. Four photocopies of qualifying examination mark sheets (XIIth).
2. Two Photographs.
3. Two photocopies of Student Visa.
4. Two photocopies of Passport.
5. Original AIDS Test Report.
6. Certificate of proficiency in English.
7. Equivalence Certificate.
8. Resident Permit and ‘C’ Form.

Once the student’s admission is confirmed, he/she is required to attend the Counselling
session organized by the faculty of the department, the date of which will be intimated to
students by the college authorities.
a) The number of seats approved by the appropriate statutory authority in respect of each course or programme of study for the academic year for which admission is proposed to be made is 180 for Arts

b) The conditions of the minimum and maximum age limit of persons for admissions as a student in a
particular course or programme of study is 18 years and above

c)The process of selection of eligible candidates applying for such admission: Based on Merit and
Personal Counseling and Reservation Policy
"
"92","92",
"93","93","VFX details"
"94","94","Tuition fees : 42680.00
Lab fee : 21500.00
Admnst fees : 1000.00
Student aid fund : 130.00
Gymkhana fund : 420.00
Library fee : 2000.00
Other fee : 420.00
Examination fees : 7150.00
Student service charge : 10000.00
General deposit : 230.00
IAIMS fees : 225.00


Total : 85525.00
"
"95","95","How to apply:
To apply for admission, please visit our college website http://www.chowgules.ac.in/admission/
and complete the online admission form as per instructions provided therein.
The online admission will be open 30th April 2020
Contact Person: Mr. Harish Nadkarni, Vice Principal email: hsn001@chowgules.ac.in
Documents required:
Students are required to bring two photocopies (self-attested) of each of the following documents
along with the originals at the time of admission.

a. For Goa Board students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Two photocopies of Leaving Certificate.
3. Two Photographs .

b. For other Board/Universities students:
1. Two photocopies of qualifying examination mark sheets (XIIth).
2. Original as well as two photocopies of Transfer/Leaving certificate.
3. Original as well as two photocopies of Migration certificate.
4. Provisional Eligibility Certificate from Chowgule college.
5. Two Photographs .

c. For International students:
International students applying directly for admission need to submit an application to the
Principal stating their desire to seek admission along with their Passing Certificate, Transcript of
records, copy of syllabus containing details of course of studies pursued in various courses in the
examination passed by the applicant (duly countersigned by High Commissioner of India in the
country). If the student is found eligible, prima facie letter will be sent to the student for carrying
out further necessary formalities. Following documents are required to be submitted:
1. Four photocopies of qualifying examination mark sheets (XIIth).
2. Two Photographs.
3. Two photocopies of Student Visa.
4. Two photocopies of Passport.
5. Original AIDS Test Report.
6. Certificate of proficiency in English.
7. Equivalence Certificate.
8. Resident Permit and ‘C’ Form.

Once the student’s admission is confirmed, he/she is required to attend the Counselling
session organized by the faculty of the department, the date of which will be intimated to
students by the college authorities.
a) The number of seats approved by the appropriate statutory authority in respect of each course or programme of study for the academic year for which admission is proposed to be made is 180 for Arts

b) The conditions of the minimum and maximum age limit of persons for admissions as a student in a
particular course or programme of study is 18 years and above

c)The process of selection of eligible candidates applying for such admission: Based on Merit and
Personal Counseling and Reservation Policy
"
"96","96",
"97","97","MSc in computer science"
"98","98","University fees : 630.00
Tuition fees : 87580.00
Student aid fund : 120.00
Gymkhana fund : 420.00
Laboratory fee : 5000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 10000.00

Total : 106170.00
"
"99","99",
"100","100",
"101","101","B.Sc. (Hons.) in Zoology is a 3 year under-graduate degree program, the minimum eligibility is the 12th class in science from a recognized school board or its equivalent exam. Interested candidates can get admission to B.Sc. (Hons.) in Zoology on the premise of a candidate's performance in a relevant entrance exam, and subsequent round of counseling.

B.Sc curriculum includes core courses in:
Animal Diversity : Non Chordates
Cell and Molecular Biology / Cell Biology & Biomolecules
Diversity and Biological
Systems of Chordates
Fundamentals of Animal and Human Genetics
Human Physiology
Biochemistry and Metabolic Regulation
Developmental Biology
Wildlife Biology

The elective courses include:
Vertebrate Endocrinology
Basic Microbiology and Fundamentals of Animal Biotechnology
Environmental Toxicology
Waste Management Techniques
Animal Cell Culture and Applications
Aquaculture and Fisheries
Immunology
Parasitology
Molecular Genetics and Forensic Science
Economic Zoology
Basic and Applied Entomology
Fish Preservation and Processing
Health and Nutrition
Ecology and Ethology
Laboratory Techniques in Pathology
Bio Entrepreneurship
"
"102","102","University fees : 600.00
Tuition fees : 1050.00
Examination fees : 3550.00
General deposit : 230.00
Student aid fund : 130.00
Gymkhana fund : 420.00
Laboratory pract fee : 2470.00
Library fee : 470.00
Other fee : 420.00
I.T fee : 820.00
Student service charge : 10000.00
IAIMS fees : 225.00

Total : 42500.00
"
"103","103","How to apply: To apply for admission, please visit our college website http://www.chowgules.ac.in/admission/ and complete the online admission form as per instructions provided therein. Contact Person: Mr. Harish Nadkarni, Vice Principal email: hsn001@chowgules.ac.in Documents required: Students are required to bring two photocopies (self-attested) of each of the following documents along with the originals at the time of admission.  a. For Goa Board students: 1. Two photocopies of qualifying examination mark sheets (XIIth). 2. Two photocopies of Leaving Certificate. 3. Two Photographs .  b. For other Board/Universities students: 1. Two photocopies of qualifying examination mark sheets (XIIth). 2. Original as well as two photocopies of Transfer/Leaving certificate. 3. Original as well as two photocopies of Migration certificate. 4. Provisional Eligibility Certificate from Chowgule college. 5. Two Photographs .  c. For International students: International students applying directly for admission need to submit an application to the Principal stating their desire to seek admission along with their Passing Certificate, Transcript of records, copy of syllabus containing details of course of studies pursued in various courses in the examination passed by the applicant (duly countersigned by High Commissioner of India in the country). If the student is found eligible, prima facie letter will be sent to the student for carrying out further necessary formalities. Following documents are required to be submitted: 1. Four photocopies of qualifying examination mark sheets (XIIth). 2. Two Photographs. 3. Two photocopies of Student Visa. 4. Two photocopies of Passport. 5. Original AIDS Test Report. 6. Certificate of proficiency in English. 7. Equivalence Certificate. 8. Resident Permit and ‘C’ Form.  Once the student’s admission is confirmed, he/she is required to attend the Counselling session organized by the faculty of the department, the date of which will be intimated to students by the college authorities. a) The number of seats approved by the appropriate statutory authority in respect of each course or programme of study for the academic year for which admission is proposed to be made is 180 for Arts  b) The conditions of the minimum and maximum age limit of persons for admissions as a student in a particular course or programme of study is 18 years and above  c)The process of selection of eligible candidates applying for such admission: Based on Merit and Personal Counseling and Reservation Policy"
"104","104",
"105","105","MSc in chemistry"
"106","106","University fees : 630.00
Tuition fees : 580.00
Student aid fund : 120.00
Gymkhana fund : 420.00
Laboratory fee : 4000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 12000.00


Total : 105176
"
"107","107",
"108","108",
"109","109","MSc in geography"
"110","110","University fees : 630.00
Tuition fees : 5580.00
Student aid fund : 120.00
Gymkhana fund : 420.00
Laboratory fee : 6000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 11000.00


Total : 108170.00
"
"111","111",
"112","112",
"113","113","MA in economics "
"114","114","Tuition fees : 47865.00
Student activity fee : 420.00
Gymkhana fund : 420.00
Laboratory fee : 4000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 10000.00


Total : 60955.00
"
"115","115",
"116","116",
"117","117","MA in english"
"118","118","Tuition fees : 50000.00
Student activity fee : 420.00
Gymkhana fund : 420.00
Laboratory fee : 4000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 10000.00


Total : 63090.00
"
"119","119",
"120","120",
"121","121","MA in physchology"
"122","122","Tuition fees : 32500.00
Student activity fee : 420.00
Gymkhana fund : 420.00
Laboratory fee : 4000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 10000.00


Total : 45590.00
"
"123","123",
"124","124",
"125","125","MA in geography"
"126","126","University fee : 630.00
Tuition fees : 35200.00
Student activity fee : 420.00
Gymkhana fund : 420.00
Laboratory fee : 4000.00
Library fee : 2000.00
Other fee : 420.00
Student activity fee : 420.00
Student service charge : 10000.00


Total : 49300.00
"
"127","127",
"128","128",
"129","129","subject details"
"130","130",
"131","131",
"132","132",
"133","133","subject details"
"134","134",
"135","135",
"136","136",
"137","137","subject details"
"138","138",
"139","139",
"140","140",
"141","141","subject details"
"142","142",
"143","143",
"144","144",
"145","145","subject details"
"146","146",
"147","147",
"148","148",
"query","bot_responses"
"query","bot_responses"
,"NULL"
"/

/stop","NULL"
"7t7t7t","NULL"
"Are most classes in BA reading/writing intensive?","NULL"
"Are most classes in this department reading/writing intensive?","NULL"
"Are the assignments difficult in psychology course?","NULL"
"Are there any industry interactions related to multimedia in BVoc?","NULL"
"Are there any industry interactions related to Software Development in Bachelor of Vocational","NULL"
"Are there any industry interactions related to Software Development in BVoc?","Yes. There are workshops & hands-on interraction sessions in which industry experts come to give talks on various trending technologies."
"Are there any industry interactions related to VFX in BVoc?","NULL"
"are there any psychology projects to do in these 3 years?","Yes. In the third year, students are expected to do a project for 4 credits"
"Are there different subjects in one course?","NULL"
"Are there Seminary courses conducted in college?","NULL"
"Are they any facilities for Internship in college itself after completing BA?","NULL"
"Are we provided internship after completing the BA in psychology?","NULL"
"are yo a bot","NULL"
"are you a bot","NULL"
"are you boooooooot","NULL"
"Boi","NULL"
"Can I be a full stack developer after a bvoc software development course?","NULL"
"Can I do bsc in a particular subject?","NULL"
"Can I do double master's in psychology?","parvatibai chowgule college doesn't support double major in Psychology"
"Can I do Ma in psychology?","Yes. Parvatibai Chowgule College offers a Post graduate program in Child Psychology and Child Development."
"can I do single major in bachelor's of science?","NULL"
"can I do single major in bsc ?","NULL"
"Can I get a diploma in BVoc multimedia?","NULL"
"Can I get a diploma in bvoc software development?","Yes. If you pass in all the subjects in 1st year,you can get diploma and again if you clear in all the subjects for the second year then you get advanced diploma, and if you complete for all three years with no backlogs then you can get the degree."
"Can I get a diploma in bvoc VFX?","NULL"
"Can I get a list of all the degrees in the college","NULL"
"Can I take admission in two different courses or some course in different college after declaration of a cut off?","NULL"
"Can I take admission in two different courses?","NULL"
"Can we do a double major in bvoc in multimedia course?","NULL"
"can we do a double major in bvoc vfx course?","NULL"
"Can we do a single  major in bvoc in multimedia course?","NULL"
"can we do a single major in bvoc vfx course?","NULL"
"Can we do double major in bsc?","NULL"
"can we do single major in bsc in  biochemistry?","NULL"
"can we do single major in bsc in  biotechnology?","NULL"
"can we do single major in bsc in  chemistry?","NULL"
"can we do single major in bsc in  geography?","NULL"
"can we do single major in bsc in  geology?","NULL"
"can we do single major in bsc in  mathematics?","NULL"
"can we do single major in bsc in botany?","NULL"
"can we do single major in bsc in computer science?","Yes. Autonomy programme structure of our college allows it."
"can we do single major in bsc in maths?","NULL"
"can we do single major in bsc in physics?","NULL"
"can we do single major in bsc in zoology?","NULL"
"Can we do single major in bsc?","NULL"
"Can we get an internship while studying BVoc in a multimedia course?","NULL"
"Can we get an internship while studying bvoc VFX course?","NULL"
"Can we get internship while studying bvoc course?","Yes. We can get internships.The internship cell of the college helps you to get the right internship"
"Can we see the prospectus?","NULL"
"Can we take double major in chemistry!","NULL"
"Can you give me a list of Bachelor of Art's degrees?","NULL"
"can you give me a list of Bachelor of Science degrees","NULL"
"Can you give me the list of bachelor degree","NULL"
"Can you give me the list of bvoc degree?","NULL"
"Can you give me the list of pgdc in computer science?","NULL"
"Can you give me the list of pgdc?","NULL"
"Can you give me the list of post graduate courses","NULL"
"Can you give me the list of under graduate degre","NULL"
"can you help me","NULL"
"can you help?","NULL"
"can you show me a list of Science degrees?","NULL"
"Can you show me all the courses available in bsc?","NULL"
"Can you show me all the subjects available in bsc?","NULL"
"Can you show me the list of bachelor's in science degree?","NULL"
"Can you tell me more details on the subjects offered?","NULL"
"can you tell me something about bvoc","NULL"
"Can you tell me which editing softwares used in bvoc in multimedia courses?","NULL"
"Could you tell me about bvoc","NULL"
"could you tell me something about Bvoc?","NULL"
"D","NULL"
"date for bsc admissions?","NULL"
"Do the college provide child psychology?","NULL"
"Do the college provide DSC english and communicative english?","NULL"
"Do the college provide DSC psychology?","NULL"
"Do we get mentors in bvoc courses?","NULL"
"Does","NULL"
"Does psychology course conduct any trips?","As and when it is feasible, a study tour is organised."
"Does the college have an Aviation course?","NULL"
"Does the literature course helps us in writing a book and will the college help us in publishing it?","NULL"
"Does this college also have a post graduate level education for BVoc?","No. In the state of Goa there is no provision for M.Voc. People who do Bvoc can apply for MSc. I.T offered by the college."
"Does this college also have a post graduate level education for multimedia BVoc?","NULL"
"Does this college also have a post graduate level education for vfx BVoc?","NULL"
"Does this college also have a post graduate level education?","NULL"
"Each semester consists of how many subjects?","NULL"
"Ft","NULL"
"gfdgdfhgerht384ytioaweg t9qpw4yf kgfbueihflshdfuodshglkrjbgahSfgerjnggksuietjgne;ioaogfefyuakasiusdjlkgosiusedibdbkxdnxjauahj","NULL"
"give me a list of Bachelor of Science degrees","NULL"
"Give me details of the syllabus structure in bvoc course.","NULL"
"Give me the eligibility for computer science?","12th Science with Mathematics"
"help me /","NULL"
"Hi, Can you tell me which editing softwares used in bvoc Vfx course?","NULL"
"Hoi there","NULL"
"How are BA in geography and BSc in geography different from each other","NULL"
"How are BA in mathematics and BSc in mathematics different from each other","NULL"
"How are Semester End exams conducted for bvoc in multimedia course?","NULL"
"How are Semester End exams conducted for bvoc software development course?","1.It is decided by the faculty how they want to conduct the exams. 2.College has some continuous way of assessment in which students are assessed throughout the semester. 3.College conducts few exams in continuous assessment and then the semester ends."
"How are Semester End exams conducted for bvoc VFX course?","NULL"
"How are the practicals conducted?","NULL"
"how are you","NULL"
"How are you?","NULL"
"How can I register myself for undergraduate courses?","NULL"
"How can sociology course benefit us in future?","NULL"
"how can yo help?","NULL"
"How helpful BA in psychology  is?","NULL"
"How long are the BVoc in multimedia courses?","NULL"
"How long are the BVoc VFX courses?","NULL"
"How long is the bachelor's course?","NULL"
"how long is the BVoc courses","The degree is for 3 Years. There are 3 different exit points, If you leave the course in the first year you get the dimploma and if you leave in the second year you get advanced diploma and for the third year its the degree."
"How long is the BVoc in a multimedia course?","NULL"
"How long is the BVoc in Software development course?","The degree is for 3 Years. There are 3 different exit points, If you leave the course in the first year you get the dimploma and if you leave in the second year you get advanced diploma and for the third year its the degree."
"How long is the BVoc in VFX course?","NULL"
"How long is the English course?","NULL"
"How long is the history course?","NULL"
"How long will be the B.A course?","NULL"
"How many colleges in Goa offer bvoc software development courses?","NULL"
"How many credits are required to pass the course?","NULL"
"How many diploma courses are available?","NULL"
"How many internal tests are conducted for a semester in bvoc in multimedia?","NULL"
"How many internal tests are conducted for a semester in bvoc software development?","That depends on the course and also the credit of the course generally for the 3-4 credit course we have 4 contineous assesment and 3 credit course we generally have 2 contineous assesment"
"How many internal tests are conducted for a semester in bvoc vfx course?","NULL"
"How many internal tests are conducted for a semester in bvoc vfx?","NULL"
"How many seats are available for Bsc geography course? Is there any limit?","NULL"
"How many subject are there for bsc","NULL"
"How many subjects are there for ba","NULL"
"How many subjects are there in each semester of bvoc multimedia?","NULL"
"How many subjects are there in each semester of bvoc software development?","NULL"
"How many subjects are there in each semester of bvoc VFX?","NULL"
"How many subjects can we choose in B.A?","NULL"
"How many years does it take to complete the bvoc in multimedia course?","NULL"
"How many years does it take to complete the bvoc vfx course?","NULL"
"How many years has a bvoc in multimedia courses consist of?","NULL"
"How many years has a bvoc vfx course consist of?","NULL"
"How many years is a bvoc course consist of?","The degree is for 3 Years. There are 3 different exit points, If you leave the course in the first year you get the dimploma and if you leave in the second year you get advanced diploma and for the third year its the degree."
"How many years is for phd course?","NULL"
"How many years is of post graduate course","NULL"
"how many years it takes to complete bachelor's of science","In chowgule college it takes minimum 3 years to complete Bsc"
"how many years it takes to complete bsc?","In chowgule college it takes minimum 3 years to complete Bsc"
"How many years it takes to complete bvoc software development course?","The degree is for 3 Years. There are 3 different exit points, If you leave the course in the first year you get the dimploma and if you leave in the second year you get advanced diploma and for the third year its the degree."
"How much is the fee structure for a whole year for Bachelors in Vocational?","NULL"
"How to get admission form?","NULL"
"How will be the psychology experiments conducted?","Psychology practicals are conducted on campus in the laboratory. However due the the pandemic, the same are being done in an online mode."
"Hw r u","NULL"
"I am a student from Rosary HSS and I have done 12th computer science. I got 48% so am I eligible for bvoc in multimedia course?","NULL"
"I am a student from Rosary HSS and I have done 12th computer science. I got 48% so am I eligible for bvoc Vfx course?","NULL"
"I am From Abu Dhabi and I want to do a Bvoc in a multimedia course? Is that possible for me to do?","NULL"
"I am From Abu Dhabi and I want to do a Bvoc VFX course? Is that possible for me to do?","NULL"
"I am interested in the multimedia course, which type of cameras and PC is used in the course?","NULL"
"I am interested in the Vfx course, which type of cameras and PC is used in the course?","NULL"
"I did not have taken mathematics in class 12th so Can i opt for B.A.(H) Economic?","NULL"
"I did not have taken mathematics in class 12th so Can i opt for or B.A.(H) Business Economics?","NULL"
"I have done 12th Arts, am I eligible for bvoc in multimedia course?","NULL"
"I have done 12th Arts, am I eligible for bvoc vfx course?","NULL"
"I have done 12th Commerce, am I eligible for bvoc in multimedia course?","NULL"
"I have done 12th Commerce, am I eligible for bvoc vfx course?","NULL"
"I have done 12th Science, am I eligible for bvoc in multimedia course?","NULL"
"I have done 12th Science, am I eligible for bvoc vfx course?","NULL"
"I have done 12th Vocational, am I eligible for bvoc in multimedia course?","NULL"
"I have done 12th Vocational, am I eligible for bvoc vfx course?","NULL"
"I want to apply for a vocational course. How should I do it?","NULL"
"i want to hi my fall back","NULL"
"I want to know what are the technologies used in multimedia courses?","NULL"
"I want to know what are the technologies used in vfx courses?","NULL"
"I want to know what is the eligibility criteria for multimedia?","NULL"
"I want to know what is the eligibility criteria for VFX?","NULL"
"I want to know which is better in BVoc multimedia/CS?","NULL"
"I want to know which is better VFX/CS?","NULL"
"In which year the internship is done for bvoc in multimedia courses?","NULL"
"In which year the internship is done for bvoc software development courses?","Internships usually starts from the second year as the first year is full of gaining the basic skillset.You can do your full internships by third year."
"In which year the internship is done for bvoc vfx courses?","NULL"
"Is B.A good for IAS?","NULL"
"Is bvoc software development equivalent to bsc computer science?","NULL"
"Is classroom facility available for bvoc in multimedia?","NULL"
"Is classroom facility available for bvoc software development?","Yes. The real as well as virtual classrooms are available for this course."
"Is classroom facility available for bvoc vfx?","NULL"
"Is Double major subjects included in the bvoc in multimedia course?","NULL"
"Is Double major subjects included in the bvoc software development course?","No! Its pure skill orinteted course where you have to study the paper which are offered."
"Is Double major subjects included in the bvoc vfx course?","NULL"
"is it possible to complete one year in this college and other years in another college?","NULL"
"Is it possible to obtain a bachelor's degree and a master's degree at the same time?","NULL"
"Is it worth applying for bvoc course?","Bvoc is an initiative by UGC which is started to enhance student on a particular skillset rather than generalising on everything. "
"Is it worth applying for bvoc in a multimedia course?","NULL"
"Is it worth applying for bvoc vfx course?","NULL"
"Is MA in psychology available then how long will the degree course be?","Yes, we offer MA in Child Psychology and Child Development. It's a post graduate program of 2 years."
"Is Single major subjects included in the bvoc in multimedia course?","NULL"
"Is Single major subjects included in the bvoc software development course?","No! We dont have a concept of single magor or double."
"Is Single major subjects included in the bvoc vfx course?","NULL"
"Is the course allows semester or quarter systems?","NULL"
"Is there a Marine microbiology  course in your college?","NULL"
"is there scope for higher studies for BA in psychology?","After BA in Psychology, you can enrol for Masters in Psychology with the specialization of your choice. Clinical, Industrial, Social, Child, Counselling, Criminal Psychology are some of the specializations in Psychology."
"is there scope for higher studies?","NULL"
"List all the courses available in bachelor's of science ?","NULL"
"List all the courses available in bsc?","NULL"
"list of BA degrees","NULL"
"list of BSc degrees","NULL"
"List of computer science courses","8 core courses,12 Elective courses,1 project work"
"List of pg diploma courses?","NULL"
"qwertyuiop","NULL"
"show me all the subjects available for bachelors in science degree","NULL"
"Show me the eligibility criteria for bvoc?","NULL"
"Show me the syllabus for bvoc course?","NULL"
"Show me two companies which are recruiting bvoc students?","NULL"
"some new  message to hit up my fallback action","NULL"
"some new kind of text","NULL"
"Suppose if I do Ma in psychology than can I opt for a career to be a psychologist?","If you pursue Clinical Psychology, you have to do MPhil to be able to call yourself a psychologist and practice in the field. "
"tell abot Bachelor of Arts in english","NULL"
"tell me about bsc in biochemistry","NULL"
"tell me about bsc in botany?","NULL"
"tell me about bsc in chemistry","NULL"
"tell me about bsc in geography?","NULL"
"tell me about bsc in geology?","NULL"
"tell me about bsc in mathematics?","NULL"
"tell me about bsc in maths?","NULL"
"tell me about bsc in physics?","NULL"
"tell me about bsc in zoology?","NULL"
"Tell me about BVoc in a multimedia course?","NULL"
"Tell me about BVoc in software development course?","Bvoc is a degree course which has multiple exit points there is purely skill orented and mostly handson and less of theory and more of practical and all the courses are related to building a skillset to become a good software developer."
"Tell me about BVoc in vfx course?","NULL"
"Tell me about bvoc?","NULL"
"Tell me about the courses offered by the college","NULL"
"tell me about the UG programs?","NULL"
"tell me bvoc","NULL"
"Tell me eligibility for bvoc course?","NULL"
"tell me something about courese realated to CS","NULL"
"wat is bvoc","NULL"
"What are the activities conducted in B.A psychology?","Psychospectrum(Psychology Exhibition)wherein students of the department exhibit charts,models and equipment,social experiments,Discussion Forum (extension activity)wherein experts interact with the audience."
"What are the activities conducted in BA geography?","NULL"
"What are the activities conducted in BA psychology?","NULL"
"What are the career options open for Philosophical course?","NULL"
"What are the courses offered by the college","NULL"
"What are the different streams offered at this college?","NULL"
"What are the dvantages of BA in psychology?","NULL"
"What are the eligibility for admission for ba in English","NULL"
"What are the facilities offered in bvoc course?","NULL"
"What are the field work in BA psychology?","Students are expected to complete 120 hours of internship in an organisation that works in the field of their choice."
"What are the field work in BA?","NULL"
"What are the grades needed for bvoc?","NULL"
"what are the internship opportunities in BA?","NULL"
"What are the job opportunities offered by bvoc software development course?","NULL"
"What are the number of seats offered in bvoc?","NULL"
"What are the other possibilities that the History course will help us?","NULL"
"What are the outcomes of bvoc software development course?","NULL"
"What are the pros and cons of taking bvoc software development programme?","NULL"
"What are the streams offered at this college?","NULL"
"What are the subjects offered under bvoc multimedia courses?","NULL"
"What are the subjects offered under bvoc software development courses?","NULL"
"What are the subjects offered under bvoc VFXcourses?","NULL"
"what are the vision and mission of the BA/BSc/BVoc course?","NULL"
"What are the work-study opportunities in computer science degree?","NULL"
"What assessment methods are used by bvoc in multimedia course?","NULL"
"What assessment methods are used by bvoc vfx course?","NULL"
"What assessment methods are used by bvoc vfx course.?","NULL"
"What assessments methods are used by bvoc software development course.?","We use everything from presentation to written exams to projects and assignments."
"what can you do","NULL"
"what can you do?","NULL"
"what courses u r providing ?wanna know about ba course in details.","NULL"
"What do I get after completion of the course?","NULL"
"What does the bsc computer science covers?","NULL"
"What does the bvoc course cover?","NULL"
"what does this college have for BA courses that the rest don't?","NULL"
"what is bovc","NULL"
"what is bvoc","Bachelor of Vocational Education is a specialized undergraduate bachelor's degree which qualifies the graduate as a vocational teacher in public schools or trainer for private companies."
"What is bvoc software development course?","NULL"
"what is bvoc!","NULL"
